dataset: data/cora_ml, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 4, Test acc: 0.6099
dataset: data/cora_ml, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 2, Test acc: 0.7926
dataset: data/cora_ml, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 2, Test acc: 0.7430
dataset: data/cora_ml, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 2, Test acc: 0.7276
dataset: data/cora_ml, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 2, Test acc: 0.6285
dataset: data/cora_ml, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 2, Test acc: 0.7152
dataset: data/cora_ml, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 2, Test acc: 0.6935
dataset: data/cora_ml, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 2, Test acc: 0.7152
dataset: data/cora_ml, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 31.047162763046423, DPSGD epsilon: 0, K: 2, Test acc: 0.7554
dataset: data/cora_ml, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 31.047162763046423, DPSGD epsilon: 0, K: 2, Test acc: 0.6935
dataset: data/pubmed, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 31.047162763046423, DPSGD epsilon: 0, K: 2, Test acc: 0.8571
dataset: data/pubmed, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 31.047162763046423, DPSGD epsilon: 0, K: 2, Test acc: 0.8335
dataset: data/pubmed, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 2, Test acc: 0.8442
dataset: data/cora_ml, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 2, Test acc: 0.7833
dataset: data/cora_ml, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 31.047162763046423, DPSGD epsilon: 0, K: 2, Test acc: 0.5975
dataset: data/cora_ml, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 7.072257705941988, K: 2, Test acc: 0.6409
dataset: data/cora_ml, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 2, Test acc: 0.7864
dataset: data/cora_ml, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 1.1312639491146967, DPSGD epsilon: 0, K: 2, Test acc: 0.5728
dataset: data/cora_ml, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 2.206053317942913, DPSGD epsilon: 0, K: 2, Test acc: 0.6130
dataset: data/cora_ml, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 3.263939910842594, DPSGD epsilon: 0, K: 2, Test acc: 0.4706
dataset: data/cora_ml, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 4.313994994815165, DPSGD epsilon: 0, K: 2, Test acc: 0.5882
dataset: data/cora_ml, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 5.363034437923216, DPSGD epsilon: 0, K: 2, Test acc: 0.4211
dataset: data/cora_ml, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 6.406301171609443, DPSGD epsilon: 0, K: 2, Test acc: 0.4675
dataset: data/cora_ml, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 2, Test acc: 0.6842
dataset: data/cora_ml, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 1.1312639491146967, DPSGD epsilon: 0, K: 2, Test acc: 0.4334
dataset: data/cora_ml, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 2.206053317942913, DPSGD epsilon: 0, K: 2, Test acc: 0.6285
dataset: data/cora_ml, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 3.263939910842594, DPSGD epsilon: 0, K: 2, Test acc: 0.4954
dataset: data/cora_ml, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 4.313994994815165, DPSGD epsilon: 0, K: 2, Test acc: 0.5449
dataset: data/cora_ml, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 5.363034437923216, DPSGD epsilon: 0, K: 2, Test acc: 0.5851
dataset: data/cora_ml, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 6.406301171609443, DPSGD epsilon: 0, K: 2, Test acc: 0.6099
dataset: data/cora_ml, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 7.442893554003019, DPSGD epsilon: 0, K: 2, Test acc: 0.4334
dataset: data/cora_ml, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 7.072257705941988, K: 2, Test acc: 0.6037
dataset: data/cora_ml, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 1.1312639491146967, DPSGD epsilon: 7.072257705941988, K: 2, Test acc: 0.5294
dataset: data/cora_ml, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 2.206053317942913, DPSGD epsilon: 7.072257705941988, K: 2, Test acc: 0.5697
dataset: data/cora_ml, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 3.263939910842594, DPSGD epsilon: 7.072257705941988, K: 2, Test acc: 0.3901
dataset: data/cora_ml, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 4.313994994815165, DPSGD epsilon: 7.072257705941988, K: 2, Test acc: 0.4737
dataset: data/cora_ml, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 5.363034437923216, DPSGD epsilon: 7.072257705941988, K: 2, Test acc: 0.5820
dataset: data/cora_ml, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 6.406301171609443, DPSGD epsilon: 7.072257705941988, K: 2, Test acc: 0.4365
dataset: data/cora_ml, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 7.442893554003019, DPSGD epsilon: 7.072257705941988, K: 2, Test acc: 0.4025
dataset: data/cora_ml, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 2, Test acc: 0.7895
dataset: data/cora_ml, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 1.1312639491146967, DPSGD epsilon: 0, K: 2, Test acc: 0.5573
dataset: data/cora_ml, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 2.206053317942913, DPSGD epsilon: 0, K: 2, Test acc: 0.5108
dataset: data/cora_ml, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 3.263939910842594, DPSGD epsilon: 0, K: 2, Test acc: 0.5542
dataset: data/cora_ml, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 4.313994994815165, DPSGD epsilon: 0, K: 2, Test acc: 0.6625
dataset: data/cora_ml, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 5.363034437923216, DPSGD epsilon: 0, K: 2, Test acc: 0.6718
dataset: data/cora_ml, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 6.406301171609443, DPSGD epsilon: 0, K: 2, Test acc: 0.4923
dataset: data/cora_ml, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 7.442893554003019, DPSGD epsilon: 0, K: 2, Test acc: 0.6130
dataset: data/cora_ml, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 7.072257705941988, K: 2, Test acc: 0.5418
dataset: data/cora_ml, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 1.1312639491146967, DPSGD epsilon: 7.072257705941988, K: 2, Test acc: 0.4334
dataset: data/cora_ml, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 2.206053317942913, DPSGD epsilon: 7.072257705941988, K: 2, Test acc: 0.4334
dataset: data/cora_ml, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 3.263939910842594, DPSGD epsilon: 7.072257705941988, K: 2, Test acc: 0.5820
dataset: data/cora_ml, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 4.313994994815165, DPSGD epsilon: 7.072257705941988, K: 2, Test acc: 0.4272
dataset: data/cora_ml, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 5.363034437923216, DPSGD epsilon: 7.072257705941988, K: 2, Test acc: 0.4954
dataset: data/cora_ml, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 6.406301171609443, DPSGD epsilon: 7.072257705941988, K: 2, Test acc: 0.6254
dataset: data/cora_ml, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 7.442893554003019, DPSGD epsilon: 7.072257705941988, K: 2, Test acc: 0.6780
dataset: data/pubmed, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 2, Test acc: 0.8428
dataset: data/pubmed, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 1.1312639491146967, DPSGD epsilon: 0, K: 2, Test acc: 0.8186
dataset: data/pubmed, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 2.206053317942913, DPSGD epsilon: 0, K: 2, Test acc: 0.8177
dataset: data/pubmed, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 3.263939910842594, DPSGD epsilon: 0, K: 2, Test acc: 0.8284
dataset: data/pubmed, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 4.313994994815165, DPSGD epsilon: 0, K: 2, Test acc: 0.8316
dataset: data/pubmed, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 5.363034437923216, DPSGD epsilon: 0, K: 2, Test acc: 0.8298
dataset: data/pubmed, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 6.406301171609443, DPSGD epsilon: 0, K: 2, Test acc: 0.8465
dataset: data/pubmed, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 7.442893554003019, DPSGD epsilon: 0, K: 2, Test acc: 0.8186
dataset: data/pubmed, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 1.9257207979505222, K: 2, Test acc: 0.8571
dataset: data/pubmed, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 1.1312639491146967, DPSGD epsilon: 1.9257207979505222, K: 2, Test acc: 0.8367
dataset: data/pubmed, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 2.206053317942913, DPSGD epsilon: 1.9257207979505222, K: 2, Test acc: 0.8414
dataset: data/pubmed, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 3.263939910842594, DPSGD epsilon: 1.9257207979505222, K: 2, Test acc: 0.8247
dataset: data/pubmed, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 4.313994994815165, DPSGD epsilon: 1.9257207979505222, K: 2, Test acc: 0.8367
dataset: data/pubmed, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 5.363034437923216, DPSGD epsilon: 1.9257207979505222, K: 2, Test acc: 0.8307
dataset: data/pubmed, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 6.406301171609443, DPSGD epsilon: 1.9257207979505222, K: 2, Test acc: 0.8312
dataset: data/pubmed, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 7.442893554003019, DPSGD epsilon: 1.9257207979505222, K: 2, Test acc: 0.8358
dataset: data/pubmed, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 2, Test acc: 0.8493
dataset: data/pubmed, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 1.1312639491146967, DPSGD epsilon: 0, K: 2, Test acc: 0.8363
dataset: data/pubmed, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 2.206053317942913, DPSGD epsilon: 0, K: 2, Test acc: 0.8233
dataset: data/pubmed, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 3.263939910842594, DPSGD epsilon: 0, K: 2, Test acc: 0.8395
dataset: data/pubmed, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 4.313994994815165, DPSGD epsilon: 0, K: 2, Test acc: 0.8186
dataset: data/pubmed, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 5.363034437923216, DPSGD epsilon: 0, K: 2, Test acc: 0.8423
dataset: data/pubmed, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 6.406301171609443, DPSGD epsilon: 0, K: 2, Test acc: 0.8353
dataset: data/pubmed, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 7.442893554003019, DPSGD epsilon: 0, K: 2, Test acc: 0.8326
dataset: data/pubmed, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 1.9257207979505222, K: 2, Test acc: 0.8423
dataset: data/pubmed, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 1.1312639491146967, DPSGD epsilon: 1.9257207979505222, K: 2, Test acc: 0.8585
dataset: data/pubmed, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 2.206053317942913, DPSGD epsilon: 1.9257207979505222, K: 2, Test acc: 0.8544
dataset: data/pubmed, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 3.263939910842594, DPSGD epsilon: 1.9257207979505222, K: 2, Test acc: 0.8265
dataset: data/pubmed, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 4.313994994815165, DPSGD epsilon: 1.9257207979505222, K: 2, Test acc: 0.8196
dataset: data/pubmed, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 5.363034437923216, DPSGD epsilon: 1.9257207979505222, K: 2, Test acc: 0.8363
dataset: data/pubmed, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 6.406301171609443, DPSGD epsilon: 1.9257207979505222, K: 2, Test acc: 0.8414
dataset: data/pubmed, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 7.442893554003019, DPSGD epsilon: 1.9257207979505222, K: 2, Test acc: 0.8312
dataset: data/cora_ml, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 2, Test acc: 0.7214
dataset: data/cora_ml, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 1.1312639491146967, DPSGD epsilon: 0, K: 2, Test acc: 0.5325
dataset: data/cora_ml, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 2.206053317942913, DPSGD epsilon: 0, K: 2, Test acc: 0.5789
dataset: data/cora_ml, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 3.263939910842594, DPSGD epsilon: 0, K: 2, Test acc: 0.5851
dataset: data/cora_ml, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 4.313994994815165, DPSGD epsilon: 0, K: 2, Test acc: 0.4180
dataset: data/cora_ml, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 5.363034437923216, DPSGD epsilon: 0, K: 2, Test acc: 0.5201
dataset: data/cora_ml, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 6.406301171609443, DPSGD epsilon: 0, K: 2, Test acc: 0.5263
dataset: data/cora_ml, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 7.442893554003019, DPSGD epsilon: 0, K: 2, Test acc: 0.5015
dataset: data/cora_ml, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 7.072257705941988, K: 2, Test acc: 0.5759
dataset: data/cora_ml, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 1.1312639491146967, DPSGD epsilon: 7.072257705941988, K: 2, Test acc: 0.4211
dataset: data/cora_ml, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 2.206053317942913, DPSGD epsilon: 7.072257705941988, K: 2, Test acc: 0.3498
dataset: data/cora_ml, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 3.263939910842594, DPSGD epsilon: 7.072257705941988, K: 2, Test acc: 0.4272
dataset: data/cora_ml, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 4.313994994815165, DPSGD epsilon: 7.072257705941988, K: 2, Test acc: 0.4954
dataset: data/cora_ml, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 5.363034437923216, DPSGD epsilon: 7.072257705941988, K: 2, Test acc: 0.3344
dataset: data/cora_ml, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 6.406301171609443, DPSGD epsilon: 7.072257705941988, K: 2, Test acc: 0.5170
dataset: data/cora_ml, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 7.442893554003019, DPSGD epsilon: 7.072257705941988, K: 2, Test acc: 0.4180
dataset: data/cora_ml, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 2, Test acc: 0.7183
dataset: data/cora_ml, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 1.1312639491146967, DPSGD epsilon: 0, K: 2, Test acc: 0.6378
dataset: data/cora_ml, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 2.206053317942913, DPSGD epsilon: 0, K: 2, Test acc: 0.6409
dataset: data/cora_ml, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 3.263939910842594, DPSGD epsilon: 0, K: 2, Test acc: 0.6316
dataset: data/cora_ml, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 4.313994994815165, DPSGD epsilon: 0, K: 2, Test acc: 0.6780
dataset: data/cora_ml, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 5.363034437923216, DPSGD epsilon: 0, K: 2, Test acc: 0.6502
dataset: data/cora_ml, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 6.406301171609443, DPSGD epsilon: 0, K: 2, Test acc: 0.6749
dataset: data/cora_ml, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 7.442893554003019, DPSGD epsilon: 0, K: 2, Test acc: 0.5882
dataset: data/cora_ml, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 7.072257705941988, K: 2, Test acc: 0.5759
dataset: data/cora_ml, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 1.1312639491146967, DPSGD epsilon: 7.072257705941988, K: 2, Test acc: 0.4056
dataset: data/cora_ml, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 2.206053317942913, DPSGD epsilon: 7.072257705941988, K: 2, Test acc: 0.4706
dataset: data/cora_ml, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 3.263939910842594, DPSGD epsilon: 7.072257705941988, K: 2, Test acc: 0.5635
dataset: data/cora_ml, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 4.313994994815165, DPSGD epsilon: 7.072257705941988, K: 2, Test acc: 0.5975
dataset: data/cora_ml, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 5.363034437923216, DPSGD epsilon: 7.072257705941988, K: 2, Test acc: 0.4830
dataset: data/cora_ml, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 6.406301171609443, DPSGD epsilon: 7.072257705941988, K: 2, Test acc: 0.4489
dataset: data/cora_ml, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 7.442893554003019, DPSGD epsilon: 7.072257705941988, K: 2, Test acc: 0.6037
dataset: data/pubmed, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 2, Test acc: 0.8349
dataset: data/pubmed, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 1.1312639491146967, DPSGD epsilon: 0, K: 2, Test acc: 0.8349
dataset: data/pubmed, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 2.206053317942913, DPSGD epsilon: 0, K: 2, Test acc: 0.8293
dataset: data/pubmed, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 3.263939910842594, DPSGD epsilon: 0, K: 2, Test acc: 0.8391
dataset: data/pubmed, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 4.313994994815165, DPSGD epsilon: 0, K: 2, Test acc: 0.8163
dataset: data/pubmed, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 5.363034437923216, DPSGD epsilon: 0, K: 2, Test acc: 0.8288
dataset: data/pubmed, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 6.406301171609443, DPSGD epsilon: 0, K: 2, Test acc: 0.8186
dataset: data/pubmed, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 7.442893554003019, DPSGD epsilon: 0, K: 2, Test acc: 0.8196
dataset: data/pubmed, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 1.9257207979505222, K: 2, Test acc: 0.8442
dataset: data/pubmed, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 1.1312639491146967, DPSGD epsilon: 1.9257207979505222, K: 2, Test acc: 0.8372
dataset: data/pubmed, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 2.206053317942913, DPSGD epsilon: 1.9257207979505222, K: 2, Test acc: 0.8488
dataset: data/pubmed, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 3.263939910842594, DPSGD epsilon: 1.9257207979505222, K: 2, Test acc: 0.8469
dataset: data/pubmed, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 4.313994994815165, DPSGD epsilon: 1.9257207979505222, K: 2, Test acc: 0.8326
dataset: data/pubmed, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 5.363034437923216, DPSGD epsilon: 1.9257207979505222, K: 2, Test acc: 0.8530
dataset: data/pubmed, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 6.406301171609443, DPSGD epsilon: 1.9257207979505222, K: 2, Test acc: 0.8224
dataset: data/pubmed, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 7.442893554003019, DPSGD epsilon: 1.9257207979505222, K: 2, Test acc: 0.8326
dataset: data/pubmed, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 2, Test acc: 0.8423
dataset: data/pubmed, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 1.1312639491146967, DPSGD epsilon: 0, K: 2, Test acc: 0.8400
dataset: data/pubmed, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 2.206053317942913, DPSGD epsilon: 0, K: 2, Test acc: 0.8293
dataset: data/pubmed, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 3.263939910842594, DPSGD epsilon: 0, K: 2, Test acc: 0.8261
dataset: data/pubmed, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 4.313994994815165, DPSGD epsilon: 0, K: 2, Test acc: 0.8455
dataset: data/pubmed, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 5.363034437923216, DPSGD epsilon: 0, K: 2, Test acc: 0.8483
dataset: data/pubmed, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 6.406301171609443, DPSGD epsilon: 0, K: 2, Test acc: 0.8363
dataset: data/pubmed, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 7.442893554003019, DPSGD epsilon: 0, K: 2, Test acc: 0.8340
dataset: data/pubmed, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 1.9257207979505222, K: 2, Test acc: 0.8395
dataset: data/pubmed, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 1.1312639491146967, DPSGD epsilon: 1.9257207979505222, K: 2, Test acc: 0.8418
dataset: data/pubmed, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 2.206053317942913, DPSGD epsilon: 1.9257207979505222, K: 2, Test acc: 0.8353
dataset: data/pubmed, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 3.263939910842594, DPSGD epsilon: 1.9257207979505222, K: 2, Test acc: 0.8358
dataset: data/pubmed, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 4.313994994815165, DPSGD epsilon: 1.9257207979505222, K: 2, Test acc: 0.8219
dataset: data/pubmed, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 5.363034437923216, DPSGD epsilon: 1.9257207979505222, K: 2, Test acc: 0.8270
dataset: data/pubmed, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 6.406301171609443, DPSGD epsilon: 1.9257207979505222, K: 2, Test acc: 0.8479
dataset: data/pubmed, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 7.442893554003019, DPSGD epsilon: 1.9257207979505222, K: 2, Test acc: 0.8367
dataset: data/ms_academic, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 2, Test acc: 0.9404
dataset: data/ms_academic, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 1.1312639491146967, DPSGD epsilon: 0, K: 2, Test acc: 0.9278
dataset: data/ms_academic, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 2.206053317942913, DPSGD epsilon: 0, K: 2, Test acc: 0.9491
dataset: data/ms_academic, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 3.263939910842594, DPSGD epsilon: 0, K: 2, Test acc: 0.9462
dataset: data/ms_academic, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 4.313994994815165, DPSGD epsilon: 0, K: 2, Test acc: 0.9380
dataset: data/ms_academic, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 5.363034437923216, DPSGD epsilon: 0, K: 2, Test acc: 0.9491
dataset: data/ms_academic, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 6.406301171609443, DPSGD epsilon: 0, K: 2, Test acc: 0.9375
dataset: data/ms_academic, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 7.442893554003019, DPSGD epsilon: 0, K: 2, Test acc: 0.9506
dataset: data/ms_academic, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 2.0046260352217082, K: 2, Test acc: 0.9346
dataset: data/ms_academic, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 1.1312639491146967, DPSGD epsilon: 2.0046260352217082, K: 2, Test acc: 0.9375
dataset: data/ms_academic, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 2.206053317942913, DPSGD epsilon: 2.0046260352217082, K: 2, Test acc: 0.9336
dataset: data/ms_academic, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 3.263939910842594, DPSGD epsilon: 2.0046260352217082, K: 2, Test acc: 0.9021
dataset: data/ms_academic, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 4.313994994815165, DPSGD epsilon: 2.0046260352217082, K: 2, Test acc: 0.9370
dataset: data/ms_academic, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 5.363034437923216, DPSGD epsilon: 2.0046260352217082, K: 2, Test acc: 0.9147
dataset: data/ms_academic, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 6.406301171609443, DPSGD epsilon: 2.0046260352217082, K: 2, Test acc: 0.9046
dataset: data/ms_academic, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 7.442893554003019, DPSGD epsilon: 2.0046260352217082, K: 2, Test acc: 0.9336
dataset: data/ms_academic, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 2, Test acc: 0.9409
dataset: data/ms_academic, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 1.1312639491146967, DPSGD epsilon: 0, K: 2, Test acc: 0.9564
dataset: data/ms_academic, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 2.206053317942913, DPSGD epsilon: 0, K: 2, Test acc: 0.9423
dataset: data/ms_academic, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 3.263939910842594, DPSGD epsilon: 0, K: 2, Test acc: 0.9506
dataset: data/ms_academic, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 4.313994994815165, DPSGD epsilon: 0, K: 2, Test acc: 0.9516
dataset: data/ms_academic, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 5.363034437923216, DPSGD epsilon: 0, K: 2, Test acc: 0.9516
dataset: data/ms_academic, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 6.406301171609443, DPSGD epsilon: 0, K: 2, Test acc: 0.9297
